Item name	Val	Category
Tracker's Wristguards of the Monkey	2.3	Gear
Wolf Rider's Headgear of the Monkey	2.3	Gear
Champion's Cape of the Eagle	2.26	Gear
Dwarven Magestaff of the Eagle	2.26	Gear
Embersilk Coronet of the Eagle	2.26	Gear
Embersilk Stave of the Eagle	2.26	Gear
Formidable Bracers of the Eagle	2.26	Gear
Formidable Crest of the Wolf	2.26	Gear
Geomancer's Cord of the Eagle	2.26	Gear
Ghostwalker Boots of the Eagle	2.26	Gear
Glimmering Flamberge of Agility	2.26	Gear
Greenweave Leggings of the Eagle	2.26	Gear
Huntsman's Belt of the Eagle	2.26	Gear
Huntsman's Cape of the Eagle	2.26	Gear
Infiltrator Armor of Agility	2.26	Gear
Regal Sash of the Eagle	2.26	Gear
Royal Gloves of the Eagle	2.26	Gear
Savage Axe of the Wolf	2.26	Gear
Sentinel Trousers of Agility	2.26	Gear
Shimmering Gloves of the Eagle	2.26	Gear
Sorcerer Gloves of the Eagle	2.26	Gear
Sorcerer Slippers of Shadow Wrath	2.26	Gear
Wolf Rider's Cloak of the Eagle	2.26	Gear
Hillborne Axe of Strength	2.23	Gear
Field Plate Leggings of the Boar	2.21	Gear
Ranger Wristguards of Power	2.21	Gear
Runecloth Belt	2.2	Gear
Nightsky Cowl	2.2	Gear
Durable Tunic of the Owl	2.19	Gear
Gloom Reaper of the Monkey	2.19	Gear
Overlord's Greaves of Stamina	2.17	Gear
Revenant Boots of Stamina	2.17	Gear
Topaz Ring of Fire Resistance	2.17	Gear
Archer's Trousers of the Bear	2.12	Gear
Ballast Maul of the Bear	2.12	Gear
Brigade Defender of the Bear	2.12	Gear
Brigade Leggings of the Bear	2.12	Gear
Cavalier Two-hander of the Tiger	2.12	Gear
Crusader Bow of Spirit	2.12	Gear
Emerald Girdle of the Bear	2.12	Gear
Field Plate Pauldrons of the Bear	2.12	Gear
Field Plate Shield of the Bear	2.12	Gear
Heavy Lamellar Vambraces of the Bear	2.12	Gear
High Chief's Belt of the Bear	2.12	Gear
Huntsman's Belt of the Falcon	2.12	Gear
Infiltrator Armor of the Falcon	2.12	Gear
Knight's Girdle of the Bear	2.12	Gear
Marauder's Circlet of the Bear	2.12	Gear
Master's Bracers of Spirit	2.12	Gear
Mercenary Blade of the Bear	2.12	Gear
Overlord's Vambraces of the Bear	2.12	Gear
Pillager's Chestguard of the Bear	2.12	Gear
Ranger Gloves of the Tiger	2.12	Gear
Royal Gloves of the Falcon	2.12	Gear
Stonecutter Claymore of the Bear	2.12	Gear
Umbral Wand of the Whale	2.12	Gear
Banded Gauntlets of Strength	2.11	Gear
Banded Girdle of the Eagle	2.11	Gear
Darkmist Cape of Shadow Wrath	2.11	Gear
Ghostwalker Crown of the Wolf	2.11	Gear
Gossamer Gloves of the Eagle	2.11	Gear
Lupine Cord of the Wolf	2.11	Gear
Twilight Boots of the Eagle	2.11	Gear
Elder's Padded Armor of the Owl	2.1	Gear
Hillborne Axe of the Monkey	2.07	Gear
Renegade Chestguard of the Monkey	2.07	Gear
Warmonger's Belt of the Monkey	2.07	Gear
Darkmist Handguards of the Owl	2.02	Gear
Embossed Plate Gauntlets of the Bear	2.02	Gear
Overlord's Gauntlets of the Bear	2.02	Gear
Sorcerer Drape of the Owl	2.02	Gear
Sparkleshell Shoulder Pads of the Owl	2.02	Gear
Twilight Armor of the Owl	2.02	Gear
Warbringer's Belt of the Bear	2.02	Gear
Bear Bracers	2	Gear
Blackened Defias Boots	2	Gear
Bright Mantle	2	Gear
Emblazoned Gloves	2	Gear
Forest Leather Gloves	2	Gear
Ghoul Fingers	2	Gear
Madwolf Bracers	2	Gear
Scorpashi Wristbands	2	Gear
Silver Defias Belt	2	Gear
Smoothbore Gun	2	Gear
Strong Iron Lockbox	2	Gear
Silver-thread Amice	2	Gear
Chromite Bracers	2	Gear
Keeper's Armor	2	Gear
Keeper's Cloak	2	Gear
Kazon's Maul	2	Gear
Resilient Cap	2	Gear
Chief Brigadier Boots	2	Gear
Imperial Leather Boots	2	Gear
Ghoulfang	2	Gear
Imperial Leather Gloves	2	Gear
Tyrant's Epaulets	2	Gear
Ravager's Mantle	2	Gear
Sanguine Mantle	2	Gear
Warden's Waistband	2	Gear
Symbolic Greaves	2	Gear
Hibernal Mantle	2	Gear
Nightsky Armor	2	Gear
Tromping Miner's Boots	2	Gear
Sunscale Wristguards	2	Gear
Chieftain's Belt of the Monkey	2	Gear
Banded Boots of the Gorilla	1.99	Gear
Embersilk Coronet of Intellect	1.99	Gear
Ghostwalker Boots of the Gorilla	1.99	Gear
Infiltrator Armor of Intellect	1.99	Gear
Phalanx Breastplate of the Gorilla	1.99	Gear
Ranger Cord of Intellect	1.99	Gear
Royal Bands of Intellect	1.99	Gear
Spiked Chain Breastplate of the Gorilla	1.99	Gear
Twilight Boots of the Falcon	1.98	Gear
Archer's Bracers of Agility	1.96	Gear
Battleforge Boots of the Monkey	1.96	Gear
Brigade Bracers of the Monkey	1.96	Gear
Fortified Spaulders of the Eagle	1.96	Gear
Marauder's Bracers of the Eagle	1.96	Gear
Phalanx Leggings of the Eagle	1.96	Gear
Bloodspattered Wristbands of the Boar	1.95	Gear
Honed Stiletto of Frozen Wrath	1.95	Gear
Jazeraint Cloak of the Tiger	1.95	Gear
Sage's Cloak of Frozen Wrath	1.95	Gear
Scouting Tunic of Power	1.95	Gear
Tracker's Belt of the Boar	1.95	Gear
Twilight Cape of Frozen Wrath	1.95	Gear
Vital Headband of Frozen Wrath	1.95	Gear
Hillborne Axe of the Bear	1.91	Gear
Imposing Belt of the Bear	1.91	Gear
Murphstar of the Bear	1.91	Gear
Ranger Gloves of Healing	1.91	Gear
Renegade Chestguard of the Bear	1.91	Gear
Stone Hammer of the Bear	1.91	Gear
Lambent Scale Pauldrons	1.9	Gear
Prospector's Chestpiece	1.9	Gear
Brigade Pauldrons of Stamina	1.86	Gear
Darkmist Cape of Intellect	1.86	Gear
Dreadblade of Stamina	1.86	Gear
Fortified Chain of the Gorilla	1.86	Gear
Glimmering Flamberge of Strength	1.86	Gear
Gossamer Bracers of Intellect	1.86	Gear
Gossamer Tunic of Stamina	1.86	Gear
Greater Scythe of Strength	1.86	Gear
Lord's Cape of Stamina	1.86	Gear
Lupine Cord of Intellect	1.86	Gear
Nightshade Helmet of Defense	1.86	Gear
Sequoia Branch of Stamina	1.86	Gear
Wanderer's Hat of Stamina	1.86	Gear
Wolf Rider's Wristbands of Intellect	1.86	Gear
Captain's Bracers of the Owl	1.85	Gear
Conjurer's Shoes of the Owl	1.85	Gear
Darkmist Girdle of the Owl	1.85	Gear
Deadly Kris of the Monkey	1.84	Gear
Banded Gauntlets of the Bear	1.81	Gear
Battleforge Boots of the Bear	1.81	Gear
Captain's Shoulderguards of Agility	1.81	Gear
Captain's Shoulderguards of the Wolf	1.81	Gear
Cavalier Two-hander of Agility	1.81	Gear
Cavalier Two-hander of the Eagle	1.81	Gear
Cavalier Two-hander of the Wolf	1.81	Gear
Field Plate Girdle of the Bear	1.81	Gear
Regal Boots of the Eagle	1.81	Gear
Sage's Robe of Shadow Wrath	1.81	Gear
Scouting Boots of Agility	1.81	Gear
Scouting Boots of the Eagle	1.81	Gear
Sentinel Cloak of the Eagle	1.81	Gear
Sentinel Girdle of the Eagle	1.81	Gear
Sentinel Girdle of the Wolf	1.81	Gear
Superior Leggings of Agility	1.81	Gear
Superior Leggings of the Eagle	1.81	Gear
Twilight Armor of the Eagle	1.81	Gear
Wrangler's Mantle of Agility	1.81	Gear
Insignia Bracers	1.8	Gear
Lord Sakrasis' Scepter	1.8	Gear
Aurora Bracers	1.8	Gear
Insignia Cap	1.8	Gear
Nightsky Robe	1.8	Gear
Archer's Buckler of the Tiger	1.77	Gear
Ballast Maul of the Boar	1.77	Gear
Barbarian War Axe of the Tiger	1.77	Gear
Bard's Belt of the Tiger	1.77	Gear
Bloodforged Bindings of the Whale	1.77	Gear
Defender Leggings of the Tiger	1.77	Gear
Field Plate Boots of the Boar	1.77	Gear
Fighter Broadsword of Power	1.77	Gear
Fighter Broadsword of the Tiger	1.77	Gear
Hacking Cleaver of Power	1.77	Gear
Hacking Cleaver of the Tiger	1.77	Gear
Honed Stiletto of Power	1.77	Gear
Honed Stiletto of the Tiger	1.77	Gear
Marauder's Belt of the Tiger	1.77	Gear
Opulent Leggings of the Whale	1.77	Gear
Phalanx Headguard of the Boar	1.77	Gear
Renegade Shield of the Tiger	1.77	Gear
Sentinel Boots of Power	1.77	Gear
Soldier's Boots of the Tiger	1.77	Gear
Splitting Hatchet of the Tiger	1.77	Gear
Viking Sword of the Tiger	1.77	Gear
Arachnidian Cape of Fiery Wrath	1.75	Gear
Champion's Cape of the Monkey	1.73	Gear
Durable Tunic of Intellect	1.73	Gear
Fortified Chain of Strength	1.73	Gear
Ghostwalker Boots of the Monkey	1.73	Gear
Glimmering Flamberge of the Monkey	1.73	Gear
Greater Scythe of the Monkey	1.73	Gear
Huntsman's Belt of the Monkey	1.73	Gear
Huntsman's Cape of the Monkey	1.73	Gear
Huntsman's Shoulders of the Monkey	1.73	Gear
Infiltrator Armor of the Monkey	1.73	Gear
Phalanx Boots of the Gorilla	1.73	Gear
Phalanx Gauntlets of Strength	1.73	Gear
Ranger Cord of the Monkey	1.73	Gear
Righteous Bracers of Stamina	1.73	Gear
Royal Trousers of the Monkey	1.73	Gear
Savage Axe of the Monkey	1.73	Gear
Shimmering Gloves of the Monkey	1.73	Gear
Tracker's Cloak of the Monkey	1.73	Gear
Twilight Pants of the Monkey	1.73	Gear
Wolf Rider's Belt of the Monkey	1.73	Gear
Wolf Rider's Cloak of the Monkey	1.73	Gear
Ancient Chestpiece of Spirit	1.7	Gear
Iridium Circle of Spirit	1.7	Gear
Scouting Boots of the Falcon	1.7	Gear
Superior Leggings of the Falcon	1.7	Gear
Bard's Bracers of the Owl	1.68	Gear
Buccaneer's Robes of the Owl	1.68	Gear
Conjurer's Cinch of the Owl	1.68	Gear
Conjurer's Gloves of the Owl	1.68	Gear
Durable Pants of the Owl	1.68	Gear
Durable Robe of the Owl	1.68	Gear
Elder's Amber Stave of the Owl	1.68	Gear
Elder's Cloak of the Owl	1.68	Gear
Elder's Mantle of the Owl	1.68	Gear
Embersilk Cloak of the Owl	1.68	Gear
Embersilk Cord of the Owl	1.68	Gear
Feral Harness of the Owl	1.68	Gear
Gloom Reaper of the Boar	1.68	Gear
Headhunter's Belt of the Owl	1.68	Gear
Ivycloth Pants of the Owl	1.68	Gear
Ivycloth Robe of the Owl	1.68	Gear
Ivycloth Tunic of the Owl	1.68	Gear
Nocturnal Sash of the Owl	1.68	Gear
Pathfinder Cloak of the Owl	1.68	Gear
Sage's Cloak of the Owl	1.68	Gear
Sage's Cloth of the Owl	1.68	Gear
Sentinel Gloves of the Owl	1.68	Gear
Sorcerer Bracelets of the Owl	1.68	Gear
Superior Bracers of the Owl	1.68	Gear
Superior Gloves of the Owl	1.68	Gear
Superior Shoulders of the Owl	1.68	Gear
Thistlefur Belt of the Owl	1.68	Gear
Thistlefur Sandals of the Owl	1.68	Gear
Twilight Belt of the Owl	1.68	Gear
Twilight Cuffs of the Owl	1.68	Gear
Twilight Gloves of the Owl	1.68	Gear
Wolf Rider's Boots of the Owl	1.68	Gear
Wrangler's Boots of the Owl	1.68	Gear
Dervish Boots of the Gorilla	1.66	Gear
Captain's Bracers of the Eagle	1.65	Gear
Conjurer's Shoes of the Eagle	1.65	Gear
Scouting Tunic of Agility	1.65	Gear
Scouting Tunic of the Eagle	1.65	Gear
Banded Girdle of the Monkey	1.61	Gear
Jazeraint Boots of the Monkey	1.61	Gear
Lupine Cord of the Monkey	1.61	Gear
Phalanx Gauntlets of the Monkey	1.61	Gear
Glyphed Helm	1.6	Gear
Silver-thread Pants	1.6	Gear
Chief Brigadier Cloak	1.6	Gear
Aboriginal Sash of Healing	1.59	Gear
Bandit Jerkin of Power	1.59	Gear
Bandit Pants of Power	1.59	Gear
Battleforge Legguards of the Bear	1.59	Gear
Battleforge Shoulderguards of the Bear	1.59	Gear
Cross Dagger of Power	1.59	Gear
Cross Dagger of the Tiger	1.59	Gear
Durable Pants of Healing	1.59	Gear
Elder's Hat of Fiery Wrath	1.59	Gear
Giant Club of the Tiger	1.59	Gear
Glimmering Flamberge of the Bear	1.59	Gear
Greater Scythe of the Bear	1.59	Gear
Hillborne Axe of the Boar	1.59	Gear
Huntsman's Belt of the Bear	1.59	Gear
Imposing Belt of the Boar	1.59	Gear
Knight's Cloak of the Bear	1.59	Gear
Lodestone Necklace of Spirit	1.59	Gear
Outrunner's Legguards of the Bear	1.59	Gear
Phalanx Breastplate of the Bear	1.59	Gear
Pillager's Gloves of Power	1.59	Gear
Pillager's Gloves of the Tiger	1.59	Gear
Pillager's Pauldrons of the Bear	1.59	Gear
Polished Zweihander of Power	1.59	Gear
Ranger Leggings of Spirit	1.59	Gear
Regal Robe of Spirit	1.59	Gear
Renegade Circlet of the Gorilla	1.59	Gear
Scouting Boots of the Gorilla	1.59	Gear
Sparkleshell Cloak of the Bear	1.59	Gear
Sparkleshell Sabatons of the Bear	1.59	Gear
Spiked Chain Breastplate of the Bear	1.59	Gear
Thick Scale Legguards of the Bear	1.59	Gear
Twilight Cape of Healing	1.59	Gear
Wicked Chain Helmet of the Bear	1.59	Gear
Wrangler's Wristbands of Intellect	1.59	Gear
Captain's Bracers of the Falcon	1.56	Gear
Gaea's Slippers of Frozen Wrath	1.56	Gear
Bloodforged Sabatons of Stamina	1.55	Gear
Chieftain's Headdress of Stamina	1.55	Gear
Gothic Plate Spaulders of Stamina	1.55	Gear
Jazeraint Chestguard of Stamina	1.55	Gear
Regal Armor of Stamina	1.55	Gear
Templar Bracers of Fire Resistance	1.55	Gear
Wanderer's Boots of Stamina	1.55	Gear
Wicked Chain Chestpiece of Strength	1.55	Gear
Bandit Bracers of the Owl	1.51	Gear
Bandit Pants of the Owl	1.51	Gear
Dervish Cape of the Owl	1.51	Gear
Elder's Bracers of the Owl	1.51	Gear
Shimmering Trousers of the Owl	1.51	Gear
Sorcerer Cloak of the Owl	1.51	Gear
Aboriginal Sash of the Eagle	1.5	Gear
Aboriginal Sash of the Wolf	1.5	Gear
Archer's Boots of the Eagle	1.5	Gear
Barbarian War Axe of the Eagle	1.5	Gear
Barbarian War Axe of the Wolf	1.5	Gear
Bard's Belt of the Eagle	1.5	Gear
Bard's Bracers of Agility	1.5	Gear
Bard's Bracers of the Eagle	1.5	Gear
Bard's Bracers of the Wolf	1.5	Gear
Battleforge Armor of the Eagle	1.5	Gear
Battleforge Boots of the Boar	1.5	Gear
Brutal War Axe of the Wolf	1.5	Gear
Buccaneer's Robes of the Eagle	1.5	Gear
Conjurer's Gloves of the Eagle	1.5	Gear
Defender Leggings of the Eagle	1.5	Gear
Dervish Leggings of the Eagle	1.5	Gear
Elder's Amber Stave of the Eagle	1.5	Gear
Elder's Cloak of the Eagle	1.5	Gear
Embersilk Boots of the Eagle	1.5	Gear
Explosive Shotgun	1.5	Gear
Feral Harness of Agility	1.5	Gear
Fortified Boots of the Eagle	1.5	Gear
Ghostwalker Cloak of Agility	1.5	Gear
Hacking Cleaver of Agility	1.5	Gear
Hacking Cleaver of the Eagle	1.5	Gear
Hacking Cleaver of the Wolf	1.5	Gear
Headhunter's Belt of the Wolf	1.5	Gear
Headhunter's Spaulders of the Wolf	1.5	Gear
Heavy Spiked Mace	1.5	Gear
Husk of Naraxis	1.5	Gear
Insignia Gloves	1.5	Gear
Ivycloth Pants of the Eagle	1.5	Gear
Ivycloth Tunic of the Eagle	1.5	Gear
Jazeraint Shield of the Monkey	1.5	Gear
Long Redwood Bow	1.5	Gear
Mail Combat Armor	1.5	Gear
Mail Combat Boots	1.5	Gear
Pathfinder Pants of the Wolf	1.5	Gear
Pathfinder Shoulder Pads of the Eagle	1.5	Gear
Plans: Shadow Crescent Axe	1.5	Gear
Renegade Boots of the Eagle	1.5	Gear
Sage's Cloak of the Eagle	1.5	Gear
Sage's Mantle of the Wolf	1.5	Gear
Scaled Leather Boots of the Eagle	1.5	Gear
Scorching Wand	1.5	Gear
Sentinel Boots of the Wolf	1.5	Gear
Sentinel Buckler of Agility	1.5	Gear
Shimmering Stave of the Eagle	1.5	Gear
Silver-thread Cuffs	1.5	Gear
Splitting Hatchet of the Eagle	1.5	Gear
Superior Bracers of Agility	1.5	Gear
Superior Gloves of the Wolf	1.5	Gear
Superior Shoulders of the Wolf	1.5	Gear
Tigerbane	1.5	Gear
Trickster's Cloak of Agility	1.5	Gear
Twilight Belt of the Eagle	1.5	Gear
Twilight Belt of the Wolf	1.5	Gear
Vital Handwraps of the Eagle	1.5	Gear
Windchaser Cinch	1.5	Gear
Insignia Chestguard	1.5	Gear
Imperial Leather Belt	1.5	Gear
Chief Brigadier Bracers	1.5	Gear
Glimmering Mail Greaves	1.5	Gear
Mail Combat Headguard	1.5	Gear
Hulking Chestguard	1.5	Gear
Jouster's Gauntlets	1.5	Gear
Warden's Woolies	1.5	Gear
Sanguine Robe	1.5	Gear
Fine Longbow	1.5	Gear
Ebonhold Gauntlets	1.5	Gear
Bristlebark Boots	1.5	Gear
Heraldic Leggings	1.5	Gear
Ranger Helm of the Eagle	1.5	Gear
Cavalier Two-hander of Strength	1.49	Gear
Fortified Chain of the Bear	1.49	Gear
Jazeraint Bracers of the Bear	1.49	Gear
Knight's Breastplate of the Bear	1.49	Gear
Pillager's Leggings of Strength	1.49	Gear
Wolf Rider's Wristbands of the Bear	1.49	Gear
Jazeraint Cloak of the Gorilla	1.46	Gear
Scouting Tunic of Intellect	1.46	Gear
Dervish Boots of the Monkey	1.44	Gear
Bandit Pants of Healing	1.43	Gear
Elder's Bracers of Healing	1.43	Gear
Shimmering Trousers of Healing	1.43	Gear
Sorcerer Cloak of Healing	1.43	Gear
Abjurer's Cloak of the Whale	1.42	Gear
Banded Bracers of Power	1.42	Gear
Battle Knife of Power	1.42	Gear
Battleforge Gauntlets of Power	1.42	Gear
Battleforge Gauntlets of the Tiger	1.42	Gear
Cobalt Ring of the Whale	1.42	Gear
Defender Bracers of Power	1.42	Gear
Defender Bracers of the Tiger	1.42	Gear
Defender Gauntlets of Power	1.42	Gear
Defender Gauntlets of the Tiger	1.42	Gear
Dervish Tunic of the Falcon	1.42	Gear
Elder's Boots of the Falcon	1.42	Gear
Exquisite Flamberge of the Whale	1.42	Gear
Huntsman's Bands of Power	1.42	Gear
Jade Legplates of the Whale	1.42	Gear
Leaden Mace of Power	1.42	Gear
Leaden Mace of the Tiger	1.42	Gear
Overlord's Chestplate of the Whale	1.42	Gear
Phalanx Shield of the Tiger	1.42	Gear
Sentinel Boots of the Falcon	1.42	Gear
Sniper Rifle of the Whale	1.42	Gear
Sparkleshell Legguards of Power	1.42	Gear
Tellurium Necklace of the Whale	1.42	Gear
Warmonger's Chestpiece of the Whale	1.42	Gear
BKP "Sparrow" Smallbore	1.4	Gear
Fortified Spaulders of the Bear	1.38	Gear
Ghostwalker Gloves of the Monkey	1.38	Gear
Huntsman's Boots of the Bear	1.38	Gear
Marauder's Bracers of the Bear	1.38	Gear
Phalanx Boots of the Bear	1.38	Gear
Phalanx Leggings of the Bear	1.38	Gear
Ranger Gloves of the Monkey	1.38	Gear
Scouting Boots of the Monkey	1.38	Gear
Sentinel Cloak of the Monkey	1.38	Gear
Sentinel Girdle of the Monkey	1.38	Gear
Superior Leggings of the Monkey	1.38	Gear
Wrangler's Wristbands of the Monkey	1.38	Gear
Bloodspattered Wristbands of Stamina	1.36	Gear
Gothic Plate Vambraces of Stamina	1.36	Gear
Ritual Sandals of Frozen Wrath	1.36	Gear
Archer's Gloves of the Owl	1.35	Gear
Bandit Bracers of the Eagle	1.35	Gear
Bandit Jerkin of the Eagle	1.35	Gear
Bandit Pants of Agility	1.35	Gear
Bandit Pants of the Eagle	1.35	Gear
Cutthroat's Cape of the Owl	1.35	Gear
Defender Boots of the Eagle	1.35	Gear
Durable Cape of the Owl	1.35	Gear
Elder's Bracers of Shadow Wrath	1.35	Gear
Elder's Bracers of the Eagle	1.35	Gear
Elder's Sash of the Owl	1.35	Gear
Embersilk Mitts of the Eagle	1.35	Gear
Huntsman's Bands of the Owl	1.35	Gear
Ivycloth Cloak of the Owl	1.35	Gear
Polished Zweihander of Agility	1.35	Gear
Polished Zweihander of the Eagle	1.35	Gear
Polished Zweihander of the Wolf	1.35	Gear
Rigid Bracelets of the Wolf	1.35	Gear
Scaled Leather Shoulders of the Owl	1.35	Gear
Scouting Belt of the Owl	1.35	Gear
Shimmering Trousers of the Eagle	1.35	Gear
Sorcerer Sphere of the Owl	1.35	Gear
Archer's Shoulderpads of Intellect	1.33	Gear
Bard's Belt of Intellect	1.33	Gear
Bard's Bracers of Intellect	1.33	Gear
Battleforge Shoulderguards of the Boar	1.33	Gear
Conjurer's Bracers of Intellect	1.33	Gear
Cutthroat's Pants of the Gorilla	1.33	Gear
Dervish Buckler of the Gorilla	1.33	Gear
Durable Shoulders of Intellect	1.33	Gear
Duskwoven Gloves of Spirit	1.33	Gear
Elder's Cloak of Intellect	1.33	Gear
Elder's Mantle of Intellect	1.33	Gear
Fortified Boots of the Gorilla	1.33	Gear
Glimmering Flamberge of the Boar	1.33	Gear
Greater Scythe of the Boar	1.33	Gear
Greenweave Robe of Intellect	1.33	Gear
Grunt's Pauldrons of the Gorilla	1.33	Gear
Huntsman's Belt of the Boar	1.33	Gear
Knight's Cloak of the Boar	1.33	Gear
Marauder's Gauntlets of the Gorilla	1.33	Gear
Robust Gloves of the Gorilla	1.33	Gear
Sardonyx Knuckle of Frost Resistance	1.33	Gear
Savage Axe of the Boar	1.33	Gear
Sentinel Gloves of the Gorilla	1.33	Gear
Soldier's Boots of the Gorilla	1.33	Gear
Sorcerer Bracelets of Intellect	1.33	Gear
Superior Gloves of the Gorilla	1.33	Gear
Superior Shoulders of Intellect	1.33	Gear
Twilight Belt of Intellect	1.33	Gear
Twilight Cape of Intellect	1.33	Gear
Warbringer's Shield of Defense	1.33	Gear
Wicked Chain Chestpiece of the Bear	1.33	Gear
Scarlet Wristguards	1.3	Gear
Aurora Pants	1.3	Gear
Hawkeye's Bracers	1.3	Gear
Bandit Bracers of the Falcon	1.27	Gear
Bandit Jerkin of the Falcon	1.27	Gear
Bandit Pants of the Falcon	1.27	Gear
Cavalier Two-hander of the Bear	1.27	Gear
Infiltrator Gloves of the Falcon	1.27	Gear
Lunar Leggings of the Whale	1.27	Gear
Pillager's Leggings of the Bear	1.27	Gear
Sage's Sash of Healing	1.27	Gear
Scaled Shield of Healing	1.27	Gear
Scouting Tunic of the Monkey	1.27	Gear
Sentinel Girdle of the Bear	1.27	Gear
Superior Tunic of the Monkey	1.27	Gear
Elder's Gloves of the Owl	1.26	Gear
Twilight Mantle of the Owl	1.26	Gear
Glimmering Mail Pauldrons	1.25	Gear
Ballast Maul of Stamina	1.24	Gear
Banded Leggings of Strength	1.24	Gear
Battering Hammer of Power	1.24	Gear
Battering Hammer of the Tiger	1.24	Gear
Bonelink Cape of the Whale	1.24	Gear
Decapitating Sword of the Tiger	1.24	Gear
Defender Leggings of Strength	1.24	Gear
Field Plate Boots of Stamina	1.24	Gear
Gossamer Cape of Stamina	1.24	Gear
Hefty Battlehammer of Power	1.24	Gear
Hefty Battlehammer of the Tiger	1.24	Gear
Honed Stiletto of Strength	1.24	Gear
Huntsman's Armor of Stamina	1.24	Gear
Infiltrator Cap of the Whale	1.24	Gear
Phalanx Girdle of Strength	1.24	Gear
Renegade Belt of Strength	1.24	Gear
Revenant Boots of the Whale	1.24	Gear
Royal Amice of the Whale	1.24	Gear
Royal Cape of Stamina	1.24	Gear
Stonecutter Claymore of Stamina	1.24	Gear
Thick Scale Bracelets of Power	1.24	Gear
Twilight Cowl of Stamina	1.24	Gear
Warbringer's Armsplints of Stamina	1.24	Gear
Warmonger's Pauldrons of Stamina	1.24	Gear
Wicked Chain Cloak of Strength	1.24	Gear
Wicked Chain Gauntlets of Strength	1.24	Gear
Wolf Rider's Headgear of Stamina	1.24	Gear
Aurora Sash	1.2	Gear
Banded Bracers of the Eagle	1.2	Gear
Battle Knife of Shadow Wrath	1.2	Gear
Battleforge Cloak of the Eagle	1.2	Gear
Durable Cape of the Eagle	1.2	Gear
Elder's Sash of the Eagle	1.2	Gear
Girdle of Nobility	1.2	Gear
Huntsman's Bands of the Eagle	1.2	Gear
Imposing Boots of the Eagle	1.2	Gear
Insignia Leggings	1.2	Gear
Ivycloth Cloak of Shadow Wrath	1.2	Gear
Ivycloth Cloak of the Eagle	1.2	Gear
Sage's Sash of the Eagle	1.2	Gear
Scouting Belt of the Eagle	1.2	Gear
Trickster's Sash of the Eagle	1.2	Gear
Trouncing Boots	1.2	Gear
Wand of Eventide	1.2	Gear
Mail Combat Spaulders	1.2	Gear
Feathered Headdress	1.2	Gear
Serpentskin Bracers	1.2	Gear
Glyphed Bracers	1.2	Gear
Nightsky Sash	1.2	Gear
Wizard's Belt	1.2	Gear
Living Cowl	1.2	Gear
Warden's Footpads	1.2	Gear
Bandit Bracers of Intellect	1.19	Gear
Bandit Jerkin of Intellect	1.19	Gear
Defender Boots of the Gorilla	1.19	Gear
Dwarven Magestaff of Fiery Wrath	1.19	Gear
Fortified Gauntlets of the Gorilla	1.19	Gear
Greenweave Leggings of Fiery Wrath	1.19	Gear
Infiltrator Gloves of the Gorilla	1.19	Gear
Razor Blade of Arcane Wrath	1.19	Gear
Razor Blade of Nature's Wrath	1.19	Gear
Twilight Pants of Fiery Wrath	1.19	Gear
Aboriginal Vest of the Owl	1.18	Gear
Durable Boots of the Owl	1.18	Gear
Gloom Reaper of Stamina	1.18	Gear
Greenweave Vest of the Owl	1.18	Gear
Ivycloth Gloves of the Owl	1.18	Gear
Pagan Bands of the Owl	1.18	Gear
Raincaller Cuffs of the Owl	1.18	Gear
Thistlefur Mantle of the Owl	1.18	Gear
Arachnidian Cape of Spirit	1.17	Gear
Greenweave Sandals of Frozen Wrath	1.17	Gear
Jazeraint Cloak of the Bear	1.17	Gear
Royal Boots of Spirit	1.17	Gear
Sturdy Quarterstaff of Frozen Wrath	1.17	Gear
Willow Branch of Frozen Wrath	1.17	Gear
Aboriginal Sash of the Monkey	1.15	Gear
Archer's Boots of the Monkey	1.15	Gear
Archer's Buckler of the Monkey	1.15	Gear
Bard's Belt of the Monkey	1.15	Gear
Bard's Bracers of the Monkey	1.15	Gear
Brutal War Axe of the Monkey	1.15	Gear
Conjurer's Gloves of the Monkey	1.15	Gear
Cutthroat's Pants of the Monkey	1.15	Gear
Dervish Buckler of the Monkey	1.15	Gear
Dervish Tunic of the Monkey	1.15	Gear
Fighter Broadsword of the Monkey	1.15	Gear
Fortified Boots of the Monkey	1.15	Gear
Grunt's Chestpiece of the Monkey	1.15	Gear
Honed Stiletto of the Monkey	1.15	Gear
Ivycloth Pants of the Monkey	1.15	Gear
Phalanx Leggings of the Boar	1.15	Gear
Pillager's Shield of the Monkey	1.15	Gear
Sentinel Boots of the Monkey	1.15	Gear
Splitting Hatchet of the Monkey	1.15	Gear
Twilight Gloves of the Monkey	1.15	Gear
Viking Sword of the Monkey	1.15	Gear
Archer's Gloves of the Falcon	1.13	Gear
Banded Shield of Agility	1.13	Gear
Soldier's Wristguards of the Eagle	1.13	Gear
Sorcerer Sphere of the Falcon	1.13	Gear
Cross Dagger of Strength	1.12	Gear
Fortified Gauntlets of Strength	1.12	Gear
Gossamer Bracers of Fiery Wrath	1.12	Gear
Gossamer Shoulderpads of Stamina	1.12	Gear
Hillborne Axe of Stamina	1.12	Gear
Knight's Pauldrons of Stamina	1.12	Gear
Polished Zweihander of Strength	1.12	Gear
Sage's Boots of Stamina	1.12	Gear
Sage's Bracers of Healing	1.12	Gear
